file,masked_line_no,cntx_start,cntx_end,masked_line,prediction,whole_prediction,loss,generated_tokens,log_prob_scores,first_token_var,exact_match,num_generated_lines,log_seq_prob,normalized_seq_prob,generated_token_length,log_seq_prob_first_line,normalized_log_seq_prob_first_line,first_line_length,seq_prob_first_line_var,vul_label,mask_ast_complexity,pred_ast_complexity,first_line_pred_ast_complexity,mask_pred_ast_ratio,loss_to_pred_ratio,scaled_first_token_var,neg_exact_match,masked_line_token_length,length_ratio,lev_dist,lev_ratio,ast_dist,new_score
~/anvil/data/cve-targets/libxml2_repo_xmlstring.c,412,398,421,size = xmlStrlen(cur);,size = xmlStrlen(cur);,    size = xmlStrlen(cur);,0.07666015625,"[[262, 1379, 284, 8396, 2580, 2892, 17591, 1215, 151643]]","[-0.23280975222587585, -0.0716971829533577, -0.002041400643065572, -0.22233593463897705, -0.12902718782424927, -0.011131330393254757, -0.004466319922357798, -0.1156822144985199, -0.02327572926878929]",7.732813358306885,True,0.0,-0.8124670523684472,-0.09027411692982747,9.0,-0.7891913230996579,-0.09864891538745724,8.0,0.007637459793176084,1,12,12,12,1.0,-0.7771008525426423,-1.0042690543650379,False,7,0.7777777777777778,0.0,1.0,0.0,1.1118095426548906
~/anvil/data/cve-targets/libsndfile_repo_src_aiff.c,1461,1448,1466,pos = psf_ftell (psf) ;,chunk_info->datalen = psf->rchunks.chunks [indx,	chunk_info->datalen = psf->rchunks.chunks [indx,0.142578125,"[[23049, 3122, 3109, 405, 82553, 268, 284, 4726, 69, 405, 49066, 15296, 5329, 15296, 508, 86707]]","[-0.7853333353996277, -0.00020132421923335642, -0.00013124081306159496, -0.00011419598013162613, -0.2353338599205017, -0.00019059749320149422, -0.0038766723591834307, -0.25553447008132935, -1.7881233361549675e-05, -0.004886826500296593, -0.00039569655200466514, -1.3470558769768104e-05, -0.000300958170555532, -2.861018856492592e-06, -0.00015245705435518175, -9.202533692587167e-05]",3.8229169845581055,False,0.0,-1.286577872691396,-0.08041111704321224,16.0,-1.286577872691396,-0.08041111704321224,16.0,0.03962577943542863,0,12,15,15,0.8,-1.7731145921450107,-1.10739164108947,True,11,0.6875,39.0,0.2571428571428571,16.0,1.8629516282943241
~/anvil/data/cve-targets/poppler_repo_poppler_JBIG2Stream.cc,720,673,858,for (yy = y0; yy < y1; ++yy) {,for (yy = y0; yy < y1; yy++) {,    for (yy = y0; yy < y1; yy++) {,0.18359375,"[[262, 369, 320, 4807, 284, 379, 15, 26, 13197, 366, 379, 16, 26, 13197, 2457, 314, 151643]]","[-0.07952597737312317, -0.35547637939453125, -0.01806180737912655, -0.03533390164375305, -0.003140638582408428, -0.09456801414489746, -0.00688146660104394, -0.047852467745542526, -0.003974634688347578, -0.024405281990766525, -0.0012850845232605934, -0.0011837625643238425, -0.0064257909543812275, -0.14497362077236176, -0.08665718138217926, -0.5768365859985352, -0.009762873873114586]",9.143924713134766,False,0.0,-1.496345469611697,-0.08802032174186453,17.0,-1.4865825957385823,-0.0929114122336614,16.0,0.023084704528276836,1,21,21,21,1.0,-1.9760086041775264,-1.0315038810648074,True,16,0.9411764705882353,4.0,0.9333333333333333,2.0,2.1581698520740096
~/anvil/data/cve-targets/php_repo_ext_phar_util.c,1418,1252,1478,PHP_SHA1_CTX  context;,PHP_SHA1_CTX   context;,			PHP_SHA1_CTX   context;,0.009765625,"[[298, 10025, 6610, 38096, 16, 44233, 256, 2266, 26, 151664]]","[-0.0017231153324246407, -0.000780754373408854, -3.3378546504536644e-06, -0.0001716466504149139, -0.03813069313764572, -0.00013255194062367082, -0.393807977437973, -0.0001995364436879754, -0.018422802910208702, -0.18155090510845184]",11.084027290344238,False,0.0,-0.6349233211894898,-0.06349233211894897,10.0,-0.45337241608103795,-0.05037471289789311,9.0,0.014893692531829998,1,5,5,5,1.0,-0.19385966565793453,-1.0827676266469122,True,7,0.7,1.0,0.9777777777777777,0.0,1.8299990539172732
~/anvil/data/cve-targets/sqlite3_repo_src_select.c,2804,2535,2855,},},"  }
 ",1.25,"[[220, 456, 220]]","[-0.8031480312347412, -0.6820381879806519, -0.9188848733901978]",1.070138931274414,True,1.0,-2.404071092605591,-0.8013570308685303,3.0,-2.404071092605591,-0.8013570308685303,3.0,0.009350995906070617,1,2,2,2,1.0,-1.5598540374010565,-1.1862853004043992,False,1,0.3333333333333333,0.0,1.0,0.0,0.6747667353180721
~/anvil/data/cve-targets/sqlite3_repo_src_where.c,2686,2336,2707,&& pProbe->aiRowLogEst[saved_nEq+1]>=42  /* TUNING: Minimum for skip-scan */,&& pProbe->aiRowLogEst[saved_nEq+1]>42,   && pProbe->aiRowLogEst[saved_nEq+1]>42,0.470703125,"[[256, 1009, 281, 81426, 405, 2143, 3102, 2201, 13782, 11880, 4141, 1089, 27312, 10, 16, 25669, 19, 17, 151643]]","[-0.02917526289820671, -0.01199932862073183, -0.9819912910461426, -0.23421654105186462, -0.00013052565918769687, -0.15163171291351318, -0.011499196290969849, -0.004130998160690069, -5.245195097813848e-06, -0.3954302668571472, -1.4305104514278355e-06, -1.168244216387393e-05, -0.009124957956373692, -1.0517287254333496, -0.0068706925958395, -1.4186973571777344, -0.5817462205886841, -0.12909749150276184, -0.3080381751060486]",7.014062881469727,False,0.0,-5.325527102006959,-0.2802909001056294,19.0,-5.01748892690091,-0.27874938482782835,18.0,0.18195027222132656,1,18,16,16,1.125,-1.6886248028519715,-1.0224776287525743,True,29,1.5263157894736843,38.0,0.6666666666666667,2.0,2.177959004573844
~/anvil/data/cve-targets/libsndfile_repo_src_alaw.c,327,320,332,if (ptr [i] >= 0),if (ptr [i] >= 0.0),		if (ptr [i] >= 0.0),0.1484375,"[[197, 743, 320, 3505, 508, 72, 60, 2604, 220, 15, 13, 15, 8, 151643]]","[-0.008545853197574615, -0.0205532293766737, -0.03549303114414215, -0.16850842535495758, -0.001536380616016686, -0.00047350639943033457, -0.0036817877553403378, -0.2184600681066513, -0.017867209389805794, -0.0074889869429171085, -0.7616320848464966, -0.0018146253423765302, -0.16226664185523987, -0.0740816742181778]",6.916840553283691,False,0.0,-1.4824035045458004,-0.10588596461041432,14.0,-1.4083218303276226,-0.1083324484867402,13.0,0.040932062435681475,1,17,17,17,1.0,-1.370203499260599,-1.0249658427917843,True,10,0.7142857142857143,2.0,0.9444444444444444,1.0,2.125098175044783
~/anvil/data/cve-targets/libxml2_repo_xmlregexp.c,4854,4774,4859,} else {,return;,"	return;
    } else {",0.0869140625,"[[853, 280, 262, 335, 770, 314]]","[-0.05970395728945732, -0.0082943020388484, -0.002831143094226718, -0.6381630897521973, -0.3991989493370056, -0.39715996384620667]",5.41249942779541,False,1.0,-1.505351405357942,-0.25089190089299035,6.0,-0.07082940242253244,-0.023609800807510812,3.0,0.0006563684170139873,1,4,9,4,0.4444444444444444,-3.6812704693531626,-1.0642473290983534,True,3,0.5,7.0,0.1333333333333333,4.0,1.8730814532126574
~/anvil/data/cve-targets/sqlite3_repo_ext_fts5_fts5_hash.c,144,138,166,int nNew = pHash->nSlot*2;,int nNew = pHash->nSlot*2;,  int nNew = pHash->nSlot*2;,0.0986328125,"[[220, 526, 308, 3564, 284, 281, 6370, 405, 77, 19877, 9, 17, 26, 151643]]","[-0.008271248079836369, -0.26944607496261597, -0.02060566283762455, -0.10687915235757828, -0.10164277255535126, -0.37168335914611816, -2.1457441107486375e-05, -6.842378934379667e-05, -0.002093982184305787, -0.0019023193744942546, -0.25941789150238037, -0.009183429181575775, -0.06725185364484787, -0.011559413745999336]",8.451562881469727,True,0.0,-1.2300270408031793,-0.08785907434308424,14.0,-1.21846762705718,-0.09372827900439845,13.0,0.014669618824909072,0,14,14,14,1.0,-1.0523271476623548,-1.013803166324371,False,12,0.8571428571428571,0.0,1.0,0.0,1.1132690234173037
~/anvil/data/cve-targets/libxml2_repo_valid.c,1210,1186,1278,},},"            }
	",5.25,"[[310, 456, 197]]","[-0.07530966401100159, -0.005976662505418062, -0.7567635774612427]",7.135416030883789,True,1.0,-0.8380499039776623,-0.2793499679925541,3.0,-0.8380499039776623,-0.2793499679925541,3.0,0.11476305476925629,1,2,2,2,1.0,-18.793630218493295,-1.0193803074880132,False,1,0.3333333333333333,0.0,1.0,0.0,1.5276129018530868
~/anvil/data/cve-targets/libsndfile_repo_src_common.c,1058,903,1208,"psf_memset (void *s, int c, sf_count_t len)","psf_memset (void *s, int c, size_t len)","psf_memset (void *s, int c, size_t len)",0.45703125,"[[1690, 69, 12976, 746, 320, 1004, 353, 82, 11, 526, 272, 11, 1379, 528, 2422, 8, 151643]]","[-0.00462047103792429, -0.00035613393993116915, -0.4143373370170593, -0.9781354069709778, -0.013750236481428146, -0.05331651121377945, -0.01961851865053177, -0.4613797068595886, -0.0009310677996836603, -0.06868848949670792, -0.013143331743776798, -0.00039152585668489337, -0.04535667970776558, -3.886147169396281e-05, -0.057379450649023056, -0.18039800226688385, -0.5090039968490601]",7.302777767181396,False,0.0,-2.8208457280125003,-0.16593210164779415,17.0,-2.3118417311634403,-0.14449010819771502,16.0,0.06584251893109092,0,19,19,19,1.0,-3.1630625494072926,-1.0151240863489857,True,17,1.0,7.0,0.8780487804878049,1.0,2.2060851842344897
~/anvil/data/cve-targets/libsndfile_repo_src_wavlike.c,287,95,384,buffer [--bit] = 0 ;,if (k != psf->sf.channels),"					if (k != psf->sf.channels)
					",0.34375,"[[464, 743, 320, 74, 961, 4726, 69, 405, 17246, 39895, 340, 464, 197]]","[-0.04200834780931473, -0.7578836679458618, -0.04247140511870384, -1.221976637840271, -1.0116959810256958, -0.10645022988319397, -7.033323527139146e-06, -5.936446541454643e-05, -0.0003971264814026654, -0.0002759314374998212, -0.01710062474012375, -0.2541881799697876, -0.0030261934734880924]",8.958507537841797,False,1.0,-3.4575407235142848,-0.26596467103956034,13.0,-3.4575407235142848,-0.26596467103956034,13.0,0.17318255883894487,1,14,18,18,0.7777777777777778,-1.2924648926355697,-1.0267334826309455,True,8,0.6153846153846154,24.0,0.21739130434782605,19.0,2.108022732802139
~/anvil/data/cve-targets/lua_repo_ldebug.c,114,103,121,L->oldpc = L->ci->u.l.savedpc;,resethookcount(L);  /* reset base hook count */,"    resethookcount(L);  /* reset base hook count */
  else
    L->basehook",0.7265625,"[[262, 592, 769, 1941, 1830, 4957, 1215, 220, 1391, 7585, 2331, 9704, 1760, 735, 220, 770, 198, 262, 444, 405, 3152, 20873]]","[-0.00783962570130825, -1.6498913764953613, -0.0030204886570572853, -0.00023803261865396053, -0.1017601415514946, -0.04875878244638443, -0.280375599861145, -0.36636456847190857, -0.0003455280384514481, -0.6345493197441101, -1.1581506729125977, -0.5235791206359863, -0.18612883985042572, -1.1525585651397705, -0.13429249823093414, -0.6131370067596436, -1.2143152952194214, -0.003496843855828047, -1.1867378950119019, -0.0017199022695422173, -0.6712690591812134, -8.451581379631534e-05]",6.404340744018555,False,2.0,-9.938613678466936,-0.45175516720304254,22.0,-6.247853160355589,-0.41652354402370595,15.0,0.24963806492545856,1,22,16,10,1.375,-1.7443491740736954,-1.0381827024345283,True,14,0.6363636363636364,42.0,0.20779220779220775,20.0,2.212454039505382
~/anvil/data/cve-targets/php_repo_ext_iconv_iconv.c,1138,968,1463,--str_left;,--str_left;,								--str_left;,0.1923828125,"[[2683, 197, 313, 495, 9579, 26, 151643]]","[-0.0064588370732963085, -0.5200392007827759, -0.29106757044792175, -0.17662987112998962, -0.0003070359816774726, -0.28326934576034546, -0.4127832353115082]",12.49583339691162,True,0.0,-1.6905550964875147,-0.2415078709267878,7.0,-1.2777718611760065,-0.21296197686266774,6.0,0.032420953975339326,1,6,6,6,1.0,-0.9033669546750189,-1.1216665082117239,False,4,0.5714285714285714,0.0,1.0,0.0,0.764779616435992
~/anvil/data/cve-targets/libtiff_repo_libtiff_tif_print.c,262,208,627,break;,break;,				break;,0.002197265625,"[[571, 3388, 26, 151643]]","[-0.0028653775807470083, -0.0006858142442069948, -0.003262912854552269, -0.005611618980765343]",9.52500057220459,True,0.0,-0.012425723660271615,-0.0031064309150679037,4.0,-0.006814104679506272,-0.0022713682265020907,3.0,1.2833297643724893e-06,0,4,4,4,1.0,-0.9673753464376805,-1.0413778713149238,False,2,0.5,0.0,1.0,0.0,0.9205882639528242
~/anvil/data/cve-targets/php_repo_ext_exif_exif.c,4354,4297,4370,exif_scan_thumbnail(&ImageInfo);,"zend_argument_value_error(3, ""must be set","			zend_argument_value_error(3, ""must be set",2.109375,"[[298, 20832, 408, 9025, 3142, 4096, 7, 18, 11, 330, 24812, 387, 738]]","[-0.05559837818145752, -0.6821104884147644, -0.005685942247509956, -0.04204229637980461, -0.011397724971175194, -0.0012155532604083419, -0.01713261567056179, -0.36610156297683716, -0.0015983913326635957, -0.0071517182514071465, -0.9372545480728149, -0.6558942794799805, -1.9611567258834839]",8.121527671813965,False,0.0,-4.744340225122869,-0.3649492480863745,13.0,-4.744340225122869,-0.3649492480863745,13.0,0.3098469577418496,1,11,7,7,1.5714285714285714,-5.779913264818572,-1.0054728114496632,True,8,0.6153846153846154,35.0,0.3013698630136986,9.0,2.320229272276678
~/anvil/data/cve-targets/poppler_repo_poppler_Parser.cc,245,188,287,},},    },0.578125,"[[262, 335, 151643]]","[-0.021740684285759926, -0.5789897441864014, -0.5229204297065735]",10.465450286865234,True,0.0,-1.1236508581787348,-0.37455028605957824,3.0,-0.6007304284721613,-0.30036521423608065,2.0,0.07763162869003717,1,2,2,2,1.0,-1.9247401916042317,-1.0661520540677827,False,1,0.3333333333333333,0.0,1.0,0.0,0.8994578152535289
~/anvil/data/cve-targets/libxml2_repo_valid.c,5242,5203,5259,(cont->c1->type == XML_ELEMENT_CONTENT_ELEMENT)){,(cont->c1->type == XML_ELEMENT_CONTENT_ELEMENT)){,	       (cont->c1->type == XML_ELEMENT_CONTENT_ELEMENT)){,0.00762939453125,"[[20295, 320, 772, 405, 66, 16, 405, 1313, 621, 11874, 27156, 25560, 27156, 33794, 151664]]","[-0.2122913897037506, -0.007502238731831312, -0.0030175175052136183, -6.318072337307967e-06, -0.00010918975021922961, -0.001177451922558248, -0.0013000854523852468, -0.010020428337156773, -0.0023022594396024942, -5.6622808187967166e-05, -3.814689989667386e-06, -2.0503786799963564e-05, -0.0016157679492607713, -0.08048951625823975, -0.22755379974842072]",3.9368062019348153,True,0.0,-0.5474669041559537,-0.036497793610396914,15.0,-0.31991310440753296,-0.0228509360291095,14.0,0.0031723345565224438,0,16,16,16,1.0,-0.33387667452795006,-1.1042431263067072,False,12,0.8,0.0,1.0,0.0,0.9014352895535772
~/anvil/data/cve-targets/libsndfile_repo_src_alaw.c,307,301,313,{,{	if,	{	if,0.142578125,"[[197, 90, 743]]","[-0.007582573220133781, -0.13406004011631012, -0.5917153358459473]",6.906423568725586,False,0.0,-0.7333579491823912,-0.24445264972746372,3.0,-0.7333579491823912,-0.24445264972746372,3.0,0.06296177819052444,1,2,3,3,0.6666666666666666,-0.5832545695821175,-1.0252328038858192,True,1,0.3333333333333333,3.0,0.4,1.0,1.9533385405719814
~/anvil/data/cve-targets/lua_repo_ldebug.c,396,356,568,},},},0.314453125,[[92]],[-0.31390756368637085],21.443748474121094,True,0.0,-0.31390756368637085,-0.31390756368637085,1.0,-0.31390756368637085,-0.31390756368637085,1.0,0.0,0,2,2,2,1.0,-1.0017379680413634,-1.402860561316012,False,1,1.0,0.0,1.0,0.0,0.03442004863368525
~/anvil/data/cve-targets/sqlite3_repo_ext_misc_zipfile.c,1509,1401,1575,nPath++;,nPath = (int,          nPath = (int,0.67578125,"[[688, 308, 1820, 284, 320, 396]]","[-0.003972022328525782, -0.34042656421661377, -0.0019043420907109976, -0.7566280961036682, -0.5710254907608032, -0.00812439899891615]",9.579166412353516,False,0.0,-1.6820809144992381,-0.28034681908320636,6.0,-1.6820809144992381,-0.28034681908320636,6.0,0.09049430134254072,1,6,5,5,1.2,-2.4105187004081166,-1.04278900422209,True,3,0.5,7.0,0.5,5.0,2.0136318250736944
~/anvil/data/cve-targets/openssl_repo_crypto_bn_bn_gf2m.c,599,495,643,break;,break;,"                break;
           ",1.6796875,"[[394, 1438, 280, 310]]","[-0.0023889592848718166, -0.15195301175117493, -0.07512213289737701, -0.008362279273569584]",8.768054962158203,True,1.0,-0.23782638320699334,-0.059456595801748335,4.0,-0.23782638320699334,-0.059456595801748335,4.0,0.003667085083771978,1,4,4,4,1.0,-28.25065036687836,-1.021856501357292,False,2,0.5,0.0,1.0,0.0,1.152907532879311
~/anvil/data/cve-targets/poppler_repo_poppler_FileSpec.cc,121,88,122,desc = obj1.getString()->copy();,desc = obj1.getString()->copy();,"        desc = obj1.getString()->copy();
    obj1 =",0.33203125,"[[286, 6560, 284, 2839, 16, 7109, 2759, 8560, 543, 262, 2839, 16, 284]]","[-0.009957756847143173, -0.009739262983202934, -0.0014881737297400832, -0.034144628793001175, -0.00019071667338721454, -0.11546408385038376, -0.05391838774085045, -0.008021521382033825, -0.08604505658149719, -0.2327006608247757, -0.8536442518234253, -0.0007919512572698295, -0.0036566078197211027]",8.20763874053955,True,1.0,-1.4097630603064317,-0.10844331233126397,13.0,-0.5516702494060155,-0.05516702494060155,10.0,0.0048784951777888445,1,21,23,21,0.9130434782608695,-6.018654265976799,-1.0076397014872247,False,8,0.6153846153846154,0.0,1.0,0.0,1.23369906345349
~/anvil/data/cve-targets/libxml2_repo_HTMLparser.c,3862,3808,3891,},},"    }
   ",2.265625,"[[262, 456, 262]]","[-0.003316618502140045, -0.12443310022354126, -0.008337453007698059]",8.920833587646484,True,1.0,-0.13608717173337936,-0.04536239057779312,3.0,-0.13608717173337936,-0.04536239057779312,3.0,0.003130290025129804,0,2,2,2,1.0,-49.94500887501998,-1.02576691023269,False,1,0.3333333333333333,0.0,1.0,0.0,1.1846846524675705
~/anvil/data/cve-targets/sqlite3_repo_src_expr.c,5730,5707,5837,"assert( !ExprHasProperty(pExpr, EP_TokenOnly|EP_Reduced) );",if( pExpr->iTable==pItem->iCursor ){,"          if( pExpr->iTable==pItem->iCursor ){
            /* If we reach this point, it means that pExpr refers to",0.328125,"[[688, 421, 7, 281, 16041, 405, 72, 2556, 418, 79, 1234, 405, 72, 14543, 10959, 310, 1391, 1416, 582, 5545, 419, 1459, 11, 432, 3363, 429, 281, 16041, 19257, 311]]","[-0.276734322309494, -1.337199330329895, -0.0024233281146734953, -0.25821253657341003, -0.3402293622493744, -0.0002740246127359569, -0.5128819346427917, -0.08038688451051712, -0.6450729370117188, -0.04479750245809555, -0.011547629721462727, -0.0001212284987559542, -0.03291010856628418, -0.0005700155161321163, -0.1543118804693222, -0.0025884953793138266, -0.7089527249336243, -0.3347192406654358, -0.011334904469549656, -0.00725693441927433, -0.0003748429589904845, -0.0006598440813831985, -0.010752007365226746, -0.022356733679771423, -0.0009114163694903255, -0.0021052833180874586, -0.017377618700265884, -0.0010157431242987514, -0.4435053765773773, -0.0031222188845276833]",5.215451717376709,False,1.0,-5.26470641051128,-0.17549021368370935,30.0,-3.700261520963977,-0.23126634506024857,16.0,0.11900281979983444,0,21,32,19,0.65625,-1.4188186349142942,-1.0695029510613963,True,19,0.6333333333333333,47.0,0.27368421052631575,21.0,2.0796472842363207
~/anvil/data/cve-targets/php_repo_ext_standard_dns.c,417,391,729,CHECKCP(dlen);,if (type_to_fetch != DNS,	if (type_to_fetch != DNS,0.76953125,"[[743, 320, 1313, 2346, 11803, 961, 27598]]","[-0.6799474358558655, -0.18752750754356384, -1.172446370124817, -0.7588372230529785, -2.1815061700181104e-05, -0.24760772287845612, -0.05940654128789902]",2.3500001430511475,False,0.0,-3.10579461580528,-0.44368494511504003,7.0,-3.10579461580528,-0.44368494511504003,7.0,0.16211484456038178,1,9,7,7,1.2857142857142858,-1.7344091984019732,-1.1489291081042823,True,5,0.7142857142857143,23.0,0.10526315789473684,8.0,1.7944216980208576
~/anvil/data/cve-targets/libxml2_repo_HTMLparser.c,323,168,473,*,*, *,0.400390625,[[353]],[-0.40104174613952637],8.024304389953613,True,0.0,-0.40104174613952637,-0.40104174613952637,1.0,-0.40104174613952637,-0.40104174613952637,1.0,0.0,0,2,2,2,1.0,-0.998376425532269,-1.0030318949115475,False,1,1.0,0.0,1.0,0.0,1.0367241927666893
~/anvil/data/cve-targets/openssl_repo_crypto_mdc2_mdc2dgst.c,96,66,102,"l2c(tin0, p);","l2c(tin0, p);","        l2c(tin0, p);
        l2c(t",0.353515625,"[[286, 326, 17, 66, 1155, 258, 15, 11, 281, 317, 286, 326, 17, 66, 1155]]","[-0.000408327643526718, -0.014501416124403477, -4.1483970562694594e-05, -0.00014983485743869096, -0.6390084624290466, -0.05013230815529823, -0.004093363881111145, -0.0027497122064232826, -0.0002802217786666006, -0.0792999193072319, -0.00418679416179657, -0.0174542348831892, -1.9430925021879375e-05, -1.597391747054644e-05, -0.2897571325302124]",14.181251525878906,True,1.0,-1.1020986167714,-0.07347324111809334,15.0,-0.794851844515506,-0.07225925859231873,11.0,0.03272277653552544,0,11,14,11,0.7857142857142857,-4.892322892413115,-1.1699382695920837,False,9,0.6,0.0,1.0,0.0,0.7193847022846038
~/anvil/data/cve-targets/libxml2_repo_xmlmemory.c,985,830,1135,"xmlGcMemGet(xmlFreeFunc *freeFunc, xmlMallocFunc *mallocFunc,","xmlGcMemGet(xmlFreeFunc *freeFunc, xmlMallocFunc *mallocFunc,","xmlGcMemGet(xmlFreeFunc *freeFunc, xmlMallocFunc *mallocFunc,",0.0012054443359375,"[[6455, 38, 66, 18816, 1949, 29932, 10940, 9626, 353, 10593, 9626, 11, 8396, 53681, 9626, 353, 16166, 9626, 11, 151643]]","[-0.0003721021639648825, -0.0004944770480506122, -1.5258672647178173e-05, -5.793403761344962e-05, -5.304672595229931e-05, -0.0006811682251282036, -2.0503786799963564e-05, -2.145764938177308e-06, -0.0005706112715415657, -0.0002901133266277611, -1.597391747054644e-05, -0.0016002956544980407, -0.0030805058777332306, -2.6940935640595853e-05, -2.95634672511369e-05, -0.00033909291960299015, -0.00019214690837543458, -6.985420623095706e-05, -0.016258155927062035, -0.720519483089447]",12.73767375946045,True,0.0,-0.7446893739265761,-0.03723446869632881,20.0,-0.02416989083712906,-0.0012720995177436347,19.0,1.300283043047925e-05,0,15,15,15,1.0,-0.9476022269669883,-1.1284686562907211,False,19,0.95,0.0,1.0,0.0,0.829208890748174
~/anvil/data/cve-targets/poppler_repo_utils_HtmlOutputDev.cc,1250,1172,1284,unsigned char zero[1];,GfxRGB rgb;,            GfxRGB rgb;,0.8125,"[[310, 479, 8298, 18184, 17993, 26, 151643]]","[-0.002811647718772292, -0.23224413394927979, -0.36059966683387756, -0.2417880892753601, -0.8781284093856812, -0.7104266285896301, -0.1445186585187912]",8.07361125946045,False,0.0,-2.5705172342713922,-0.367216747753056,7.0,-2.425998575752601,-0.4043330959587668,6.0,0.08955713766778751,1,11,5,5,2.2,-2.0094818062651427,-1.004269066336858,True,6,0.8571428571428571,19.0,0.18181818181818177,8.0,2.1810892475832286
~/anvil/data/cve-targets/lua_repo_ldebug.c,237,210,238,"luaO_chunkid(ar->short_src, ar->source, ar->srclen);",ar->currentline = cl->l.currentline;,"  ar->currentline = cl->l.currentline;
  ar->nups = cl->nupvalues;
  ar->nparams =",0.388671875,"[[220, 796, 405, 3231, 1056, 284, 1185, 405, 75, 4952, 1056, 280, 220, 796, 405, 77, 8602, 284, 1185, 405, 77, 454, 3661, 280, 220, 796, 405, 77, 3519, 284]]","[-0.165622279047966, -0.3056565821170807, -7.998623186722398e-05, -0.4416707456111908, -0.00899902731180191, -0.002021889900788665, -0.8212185502052307, -0.003750553820282221, -0.8051704168319702, -0.6139859557151794, -0.00623377226293087, -0.028492499142885208, -0.033118292689323425, -0.09070158749818802, -7.450303382938728e-05, -0.045090749859809875, -0.08080073446035385, -0.0036379601806402206, -0.06904268264770508, -0.0009763241396285594, -0.8613017797470093, -0.7014455199241638, -0.3024141490459442, -0.12290384620428085, -0.02332254685461521, -0.08488812297582626, -5.471556869451888e-05, -0.10719405114650726, -0.11492811143398285, -0.0011436357162892818]",3.3576388359069824,False,2.0,-5.845941571325966,-0.19486471904419886,30.0,-3.2360205508884974,-0.24892465776065364,13.0,0.09324070256744069,0,22,33,16,0.6666666666666666,-1.561403673290238,-1.1203479770697504,True,19,0.6333333333333333,41.0,0.34090909090909094,15.0,1.971384112263118
~/anvil/data/cve-targets/libtiff_repo_libtiff_tif_next.c,34,26,38,case 1:	op[0] |= (v) << 4; break;	\,case 1:	op[0] |= (v) << 4; break;	\,	case 1:	op[0] |= (v) << 4; break;	\,0.034912109375,"[[2722, 220, 16, 25, 39703, 58, 15, 60, 8662, 320, 85, 8, 1115, 220, 19, 26, 1438, 26, 197, 59, 151643]]","[-0.0011372057488188148, -8.702239938429557e-06, -0.0001938155182870105, -0.00011860620725201443, -0.0299997515976429, -0.002975324634462595, -0.06670545786619186, -0.0006731866160407662, -0.03873994201421738, -0.15208593010902405, -0.019403178244829178, -0.0027796700596809387, -0.02778433822095394, -0.00016950124700088054, -0.004431546665728092, -0.0008809261489659548, -0.0602850541472435, -0.02394344098865986, -0.010524249635636806, -0.13323891162872314, -0.007478929590433836]",9.071006774902344,True,0.0,-0.583557669129732,-0.02778846043474914,21.0,-0.5760787395392981,-0.028803936976964907,20.0,0.0018322698827578753,0,25,25,25,1.0,-1.212060330604109,-1.0296252155331285,False,20,0.9523809523809523,0.0,1.0,0.0,1.1919950842723144
~/anvil/data/cve-targets/php_repo_ext_phar_phar.c,2299,2285,2321,"written = php_stream_write(newfile, ZSTR_VAL(newstub), phar->halt_offset);",if (closeoldfile) {,"			if (closeoldfile) {
				php_stream_close(oldfile);
			}
			php_stream_close(newfile);
			if (error) {
",0.578125,"[[298, 743, 320, 5552, 813, 1192, 8, 341, 571, 197, 1208, 12673, 12704, 21972, 1192, 317, 298, 197, 532, 298, 197, 1208, 12673, 12704, 1755, 1192, 317, 298, 743, 320, 841, 8, 341]]","[-0.4929603040218353, -0.43576711416244507, -0.26996538043022156, -1.2127101421356201, -0.0050171902403235435, -0.0005286726518534124, -0.02646113745868206, -0.0009567927336320281, -0.0010773098329082131, -0.03445587307214737, -0.024618037045001984, -0.0007379907765425742, -0.020848065614700317, -0.0018504415638744831, -5.924526340095326e-05, -0.0011460172245278955, -0.0790652260184288, -3.099436753473128e-06, -0.09529600292444229, -0.16402974724769592, -0.7780995965003967, -0.1884925663471222, -0.005201378837227821, -0.19783298671245575, -0.004742564167827368, -0.0002719986077863723, -0.11516793072223663, -0.02627583034336567, -0.439875990152359, -0.06508280336856842, -0.25535663962364197, -0.025259515270590782, -0.0016214807983487844]",10.412500381469728,False,5.0,-4.970835071306965,-0.15063136579718076,33.0,-2.4798999167396687,-0.24798999167396688,10.0,0.13633746016179174,0,24,35,10,0.6857142857142857,-2.331243273559453,-1.06474167150902,True,20,0.6060606060606061,64.0,0.21505376344086025,21.0,2.152960187971116
